Name of the farmer,Type of Soil,Type/Variety,Location,Type of Crops,Week 1,Week 2,Week 3,Week 4,Month,Year,Total,Report Type
Maria Jessica Austin,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.12,1.36,0.59,1.46,April,2024,4.53,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.9,0.71,1.06,1.81,May,2024,5.48,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,1.77,0.88,0.63,1.17,June,2024,4.45,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.18,0.6,0.54,0.81,July,2024,3.13,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.64,0.54,0.91,1.31,August,2024,4.4,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,0.81,1.51,1.91,1.03,September,2024,5.26,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.57,1.36,1.77,1.2,October,2024,4.9,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,0.5,1.92,0.76,1.05,November,2024,4.23,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.25,1.34,1.83,1.27,December,2024,5.69,Harvest
James Julie Franklin,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.77,1.29,1.9,1.41,January,2020,6.37,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,0.56,0.77,0.71,1.81,February,2020,3.85,Harvest
James Julie Franklin,Irrigated,NSIC Rc 216,Purok 4,Corn,0.91,0.53,0.66,1.45,March,2020,3.55,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,1.75,1.02,1.89,0.91,April,2020,5.57,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.28,0.6,1.3,1.46,May,2020,4.64,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.77,0.65,0.63,0.6,June,2020,2.65,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,0.79,1.27,2,1.92,July,2020,5.98,Harvest
James Julie Franklin,Irrigated,PSB Rc82,Purok 4,Corn,0.65,1.41,1.9,0.68,August,2020,4.64,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,1.75,1.75,0.81,1.61,September,2020,5.92,Harvest
James Julie Franklin,Irrigated,PSB Rc82,Purok 4,Corn,1.31,0.67,1.22,1.98,October,2020,5.18,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,0.68,0.62,1.26,1.47,November,2020,4.03,Harvest
James Julie Franklin,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.67,0.65,1.39,1.76,December,2020,4.47,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.83,0.96,0.54,1.13,January,2021,4.46,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.24,1.01,1.09,1.04,February,2021,4.38,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.65,1.72,0.86,1.76,March,2021,5.99,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.4,1.55,1.3,1.67,April,2021,5.92,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.87,1.24,1.37,1.73,May,2021,5.21,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.27,0.85,1.69,1.02,June,2021,4.83,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,1.44,1.88,1.55,1.97,July,2021,6.84,Harvest
James Julie Franklin,Irrigated,NSIC Rc 216,Purok 4,Corn,1.39,0.88,1.78,0.76,August,2021,4.81,Harvest
James Julie Franklin,Irrigated,NSIC Rc 216,Purok 4,Corn,1.48,1.2,1.79,0.59,September,2021,5.06,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.47,0.61,1.2,1.93,October,2021,5.21,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.69,1.41,1.35,0.93,November,2021,5.38,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.99,1.58,1.7,0.85,December,2021,6.12,Harvest
James Julie Franklin,Irrigated,NSIC Rc 216,Purok 4,Corn,1.52,0.94,1.33,0.66,January,2022,4.45,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.98,1.69,1.04,1.17,February,2022,5.88,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.2,1.13,1.39,0.57,March,2022,4.29,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.75,1.48,1.6,0.75,April,2022,5.58,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.22,1.94,1.78,1.18,May,2022,6.12,Harvest
James Julie Franklin,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.77,1.6,1.86,1.25,June,2022,6.48,Harvest
James Julie Franklin,Irrigated,PSB Rc82,Purok 4,Corn,1.58,1.06,0.68,1.02,July,2022,4.34,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,0.73,1.68,0.88,1.05,August,2022,4.34,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.3,1.74,0.63,0.52,September,2022,4.19,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.4,1.61,1.01,1.24,October,2022,5.26,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.88,0.67,1.03,1.31,November,2022,4.89,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.93,1.34,0.52,1.38,December,2022,4.17,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.93,1.14,2,0.54,January,2023,5.61,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.97,0.74,1.91,1.31,February,2023,4.93,Harvest
James Julie Franklin,Irrigated,PSB Rc82,Purok 4,Corn,0.78,0.82,0.61,1.21,March,2023,3.42,Harvest
James Julie Franklin,Irrigated,PSB Rc82,Purok 4,Corn,1.9,1.78,0.98,1.69,April,2023,6.35,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.72,1.82,1.72,0.91,May,2023,6.17,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.47,0.59,1.82,1.02,June,2023,4.9,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.83,1.82,0.58,1.17,July,2023,5.4,Harvest
James Julie Franklin,Irrigated,NSIC Rc 216,Purok 4,Corn,0.92,1.71,1.25,1.83,August,2023,5.71,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,0.59,1.4,1.98,1.21,September,2023,5.18,Harvest
James Julie Franklin,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.25,1.48,0.65,1.27,October,2023,4.65,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,1.08,0.66,1.16,1.45,November,2023,4.35,Harvest
James Julie Franklin,Irrigated,NSIC Rc 216,Purok 4,Corn,1.95,0.95,1.23,1.19,December,2023,5.32,Harvest
James Julie Franklin,Irrigated,PSB Rc82,Purok 4,Corn,0.98,1.27,1.61,1.64,January,2024,5.5,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.54,0.98,1.77,0.59,February,2024,3.88,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,0.54,1.05,1.23,1.17,March,2024,3.99,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.3,0.98,1.71,1.64,April,2024,5.63,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,1.49,1.72,0.69,1.35,May,2024,5.25,Harvest
James Julie Franklin,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.33,1.99,1.89,1.19,June,2024,6.4,Harvest
James Julie Franklin,Irrigated,Tubigan 14,Purok 4,Corn,0.76,1.86,1.49,1.82,July,2024,5.93,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.94,0.9,1.53,0.65,August,2024,5.02,Harvest
James Julie Franklin,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.83,0.58,0.83,1.54,September,2024,3.78,Harvest
James Julie Franklin,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.92,1.68,1.88,1.25,October,2024,5.73,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,0.71,1.19,0.82,0.52,November,2024,3.24,Harvest
James Julie Franklin,Irrigated,NSIC Rc 222,Purok 4,Corn,1.4,0.76,1.78,1.63,December,2024,5.57,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.66,1.63,1.07,1.51,January,2020,5.87,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,1.5,1.37,1.11,1.49,February,2020,5.47,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,1.92,1.05,1.08,1,March,2020,5.05,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.61,1.51,0.77,0.7,April,2020,4.59,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,1.24,1.31,0.55,0.9,May,2020,4,Harvest
Whitney Karen King,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.57,1.88,1.31,1.81,June,2020,6.57,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,1.48,1.34,1.36,1.33,July,2020,5.51,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,0.71,0.98,1.95,1.89,August,2020,5.53,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,0.74,0.97,1.41,1.38,September,2020,4.5,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.02,1.12,1.82,1.39,October,2020,5.35,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,0.9,0.57,1.18,1.7,November,2020,4.35,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,0.97,1.86,1.03,1.54,December,2020,5.4,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.87,1.11,1.95,1.54,January,2021,6.47,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,0.52,1.26,0.56,1.23,February,2021,3.57,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,1.6,1.09,1.4,1.05,March,2021,5.14,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,0.9,1.28,1.76,0.54,April,2021,4.48,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,1.97,1.94,1.93,0.77,May,2021,6.61,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.04,1.1,1.16,1.9,June,2021,5.2,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.74,0.71,1.5,1.8,July,2021,4.75,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.91,1.89,0.65,1.92,August,2021,5.37,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.95,1.16,0.76,1.77,September,2021,5.64,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,0.95,1.92,1.54,1.11,October,2021,5.52,Harvest
Whitney Karen King,Irrigated,Tubigan 14,Purok 3,Rice,1.42,0.82,0.57,1.57,November,2021,4.38,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.55,1.15,1.75,0.87,December,2021,5.32,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,0.51,1.14,1.76,0.87,January,2022,4.28,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,1.72,1.64,1.78,1.82,February,2022,6.96,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.32,1.5,1.14,1.48,March,2022,5.44,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.68,0.68,1.83,1.43,April,2022,5.62,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.48,1.01,1.09,0.73,May,2022,4.31,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,1.34,0.58,0.94,1.53,June,2022,4.39,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.91,0.82,1.86,0.9,July,2022,5.49,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.57,1.24,0.7,0.9,August,2022,3.41,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.52,1.02,1.1,1.74,September,2022,4.38,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.26,1.34,0.5,1.78,October,2022,4.88,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,1.14,1.22,0.77,1.51,November,2022,4.64,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,0.53,0.71,1.4,1.59,December,2022,4.23,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,1.38,1.86,1.35,0.71,January,2023,5.3,Harvest
Whitney Karen King,Irrigated,NSIC Rc 216,Purok 3,Rice,1.17,0.78,1.13,1.43,February,2023,4.51,Harvest
Whitney Karen King,Irrigated,Tubigan 14,Purok 3,Rice,0.9,0.51,1.82,1.57,March,2023,4.8,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,0.58,1.33,0.57,1.53,April,2023,4.01,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,1.44,1.98,0.91,0.71,May,2023,5.04,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.76,0.98,1.81,0.7,June,2023,5.25,Harvest
Whitney Karen King,Irrigated,Tubigan 14,Purok 3,Rice,1.99,1.15,1.06,1.99,July,2023,6.19,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,0.83,0.78,1.5,0.99,August,2023,4.1,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,1.5,0.86,1.81,1.56,September,2023,5.73,Harvest
Whitney Karen King,Irrigated,Tubigan 14,Purok 3,Rice,0.52,0.98,1.68,1.01,October,2023,4.19,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,0.57,1.81,1.46,1.54,November,2023,5.38,Harvest
Whitney Karen King,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.41,1.69,1.86,0.64,December,2023,5.6,Harvest
Whitney Karen King,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.99,0.61,0.73,1.38,January,2024,4.71,Harvest
Whitney Karen King,Irrigated,NSIC Rc 222,Purok 3,Rice,0.68,0.64,0.87,0.97,February,2024,3.16,Harvest
Whitney Karen King,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.45,1.64,0.57,0.54,March,2024,4.2,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.91,1.57,1.79,1.07,April,2024,6.34,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.85,1.62,1.41,0.98,May,2024,4.86,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.08,0.87,1.82,1.1,June,2024,4.87,Harvest
Whitney Karen King,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.81,0.71,0.97,1.41,July,2024,4.9,Harvest
Whitney Karen King,Non-Irrigated,Tubigan 14,Purok 3,Rice,0.67,1.92,1.05,1.34,August,2024,4.98,Harvest
Whitney Karen King,Irrigated,PSB Rc82,Purok 3,Rice,2,1.2,1.37,0.81,September,2024,5.38,Harvest
Whitney Karen King,Irrigated,Tubigan 14,Purok 3,Rice,1.38,0.88,0.97,1.05,October,2024,4.28,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,0.54,0.87,1.22,0.61,November,2024,3.24,Harvest
Whitney Karen King,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,0.7,0.78,1.69,1.18,December,2024,4.35,Harvest
Matthew Carrie French,Irrigated,PSB Rc82,Purok 4,Corn,1.52,0.6,0.89,1.66,January,2020,4.67,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.35,1.38,1.22,1.5,February,2020,5.45,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,1.51,1.36,1.51,1.08,March,2020,5.46,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.69,0.83,0.51,1.16,April,2020,4.19,Harvest
Matthew Carrie French,Irrigated,PSB Rc82,Purok 4,Corn,1.99,1.6,1.41,1.2,May,2020,6.2,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,0.79,1.33,1.51,1.72,June,2020,5.35,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.94,1.92,1.62,0.52,July,2020,5,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,0.68,1.64,0.98,1.06,August,2020,4.36,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.48,1.02,0.77,1.36,September,2020,4.63,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,0.81,0.62,0.8,1.21,October,2020,3.44,Harvest
Matthew Carrie French,Irrigated,PSB Rc82,Purok 4,Corn,1.22,1.82,0.61,0.78,November,2020,4.43,Harvest
Matthew Carrie French,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.73,1.13,1.5,1.24,December,2020,4.6,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.58,0.91,1.77,1.39,January,2021,5.65,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,0.95,1.75,1.85,1.98,February,2021,6.53,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.63,0.88,1.02,1.98,March,2021,5.51,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.46,0.67,1.61,1.23,April,2021,4.97,Harvest
Matthew Carrie French,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.78,1.8,1.64,1.03,May,2021,5.25,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,0.57,0.62,1.29,1.81,June,2021,4.29,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,0.57,1.33,1.17,1.85,July,2021,4.92,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.55,1.45,1.65,1.79,August,2021,5.44,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,1.97,1.72,1.57,0.74,September,2021,6,Harvest
Matthew Carrie French,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.93,0.62,0.52,1.42,October,2021,3.49,Harvest
Matthew Carrie French,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.29,1.79,0.82,0.8,November,2021,4.7,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,0.95,1.66,1.97,1.71,December,2021,6.29,Harvest
Matthew Carrie French,Irrigated,PSB Rc82,Purok 4,Corn,1.06,0.84,1.36,1.12,January,2022,4.38,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,1.64,1.08,1.66,1.69,February,2022,6.07,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.74,1.81,0.97,1.45,March,2022,5.97,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.79,1.95,1.46,1.95,April,2022,7.15,Harvest
Matthew Carrie French,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.76,1.08,1.85,1.74,May,2022,6.43,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,0.91,0.93,0.85,1.83,June,2022,4.52,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,0.67,1.73,1.85,1.29,July,2022,5.54,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,0.68,0.65,1.55,0.8,August,2022,3.68,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.18,1.59,1.61,1.87,September,2022,6.25,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.29,1.58,1.43,1.31,October,2022,5.61,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,0.67,1.56,1.52,1.74,November,2022,5.49,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,0.93,0.51,1.62,0.56,December,2022,3.62,Harvest
Matthew Carrie French,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.99,1.83,1.15,0.51,January,2023,4.48,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,1.55,0.55,1.08,1.7,February,2023,4.88,Harvest
Matthew Carrie French,Irrigated,PSB Rc82,Purok 4,Corn,1.83,1.16,1.44,1.24,March,2023,5.67,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,0.67,1.86,1.41,1.58,April,2023,5.52,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.37,1.74,0.68,1.65,May,2023,5.44,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,1.49,0.62,1.94,0.77,June,2023,4.82,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,0.71,0.61,1.19,0.9,July,2023,3.41,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.04,0.75,1.93,0.98,August,2023,4.7,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.72,1.54,0.94,1.77,September,2023,5.97,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.61,0.71,1.15,1.5,October,2023,4.97,Harvest
Matthew Carrie French,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.62,1.32,1.51,1.44,November,2023,5.89,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1,1.58,1.63,1.29,December,2023,5.5,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,0.8,1.54,0.68,1.84,January,2024,4.86,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.08,1.85,1.27,0.82,February,2024,5.02,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.93,0.96,1.27,1.69,March,2024,4.85,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.07,1.65,1.62,1.31,April,2024,5.65,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.93,1.2,1.11,0.59,May,2024,3.83,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,0.61,1.42,1.46,1.81,June,2024,5.3,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,1.85,0.71,1.54,0.52,July,2024,4.62,Harvest
Matthew Carrie French,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.71,1.96,1.07,1.06,August,2024,5.8,Harvest
Matthew Carrie French,Irrigated,PSB Rc82,Purok 4,Corn,1.03,0.95,1.54,0.9,September,2024,4.42,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 222,Purok 4,Corn,1.75,1.52,0.9,1.19,October,2024,5.36,Harvest
Matthew Carrie French,Irrigated,Tubigan 14,Purok 4,Corn,1.92,0.57,1.7,1.31,November,2024,5.5,Harvest
Matthew Carrie French,Irrigated,NSIC Rc 216,Purok 4,Corn,1.42,1.61,1.11,1.36,December,2024,5.5,Harvest
George Anthony Brown,Irrigated,PSB Rc82,Purok 2,Rice,1.74,1.6,1.19,0.81,January,2020,5.34,Harvest
George Anthony Brown,Irrigated,PSB Rc82,Purok 2,Rice,1.09,1.96,1.72,1.47,February,2020,6.24,Harvest
George Anthony Brown,Non-Irrigated,NSIC Rc 216,Purok 2,Rice,1.15,1.95,1.3,1.04,March,2020,5.44,Harvest
George Anthony Brown,Non-Irrigated,Tubigan 14,Purok 2,Rice,1.77,0.82,0.51,1.55,April,2020,4.65,Harvest
George Anthony Brown,Non-Irrigated,PSB Rc82,Purok 2,Rice,0.83,1.38,1.71,1.01,May,2020,4.93,Harvest
George Anthony Brown,Irrigated,NSIC Rc 216,Purok 2,Rice,1.07,0.63,0.64,1.34,June,2020,3.68,Harvest
George Anthony Brown,Non-Irrigated,PSB Rc82,Purok 2,Rice,1.4,0.71,1.56,1.61,July,2020,5.28,Harvest
George Anthony Brown,Non-Irrigated,PSB Rc82,Purok 2,Rice,0.56,1.21,0.99,0.51,August,2020,3.27,Harvest
George Anthony Brown,Irrigated,PSB Rc82,Purok 2,Rice,1.04,1.1,1.99,1.48,September,2020,5.61,Harvest
George Anthony Brown,Non-Irrigated,Tubigan 14,Purok 2,Rice,1.05,1.92,1.33,1.05,October,2020,5.35,Harvest
George Anthony Brown,Irrigated,Tubigan 14,Purok 2,Rice,0.69,1.88,0.53,1.73,November,2020,4.83,Harvest
George Anthony Brown,Irrigated,PSB Rc82,Purok 2,Rice,0.53,1.03,1.36,1.76,December,2020,4.68,Harvest
George Anthony Brown,Irrigated,PSB Rc82,Purok 2,Rice,0.54,0.67,1.75,0.71,January,2021,3.67,Harvest
George Anthony Brown,Irrigated,PSB Rc82,Purok 2,Rice,1,0.65,0.89,0.75,February,2021,3.29,Harvest
George Anthony Brown,Irrigated,NSIC Rc 216,Purok 2,Rice,0.54,1.89,0.65,1.35,March,2021,4.43,Harvest
George Anthony Brown,Non-Irrigated,PSB Rc82,Purok 2,Rice,0.86,0.68,0.59,1.16,April,2021,3.29,Harvest
George Anthony Brown,Irrigated,Tubigan 14,Purok 2,Rice,1.12,0.74,0.91,1.22,May,2021,3.99,Harvest
George Anthony Brown,Irrigated,NSIC Rc 216,Purok 2,Rice,0.51,1.02,0.8,1.41,June,2021,3.74,Harvest
George Anthony Brown,Non-Irrigated,NSIC Rc 222,Purok 2,Rice,1.98,1.56,0.77,0.83,July,2021,5.14,Harvest
George Anthony Brown,Non-Irrigated,NSIC Rc 222,Purok 2,Rice,0.57,1.31,2,0.85,August,2021,4.73,Harvest
George Anthony Brown,Non-Irrigated,Tubigan 14,Purok 2,Rice,1,0.8,1.62,0.92,September,2021,4.34,Harvest
George Anthony Brown,Irrigated,NSIC Rc 216,Purok 2,Rice,1.39,0.55,1.39,1.39,October,2021,4.72,Harvest
